2288,3,1,Suburb,1971,218625.05012257237
2036,4,2,Rural,1984,261685.93104570685
1495,2,1,Rural,1992,144222.3879198326
2339,4,3,Suburb,2020,307736.6338815398
1617,2,3,Urban,2016,162224.04691945948
2661,2,2,Urban,1994,290950.27900851856
1847,4,2,Suburb,2006,181408.54788562158
2005,5,3,Urban,1979,214849.28949116459
1383,2,1,Rural,1961,182914.15785406542
2016,2,1,Rural,2012,323515.6533788155
1641,2,3,Suburb,1997,157399.3502830719
1315,5,2,Suburb,1983,102453.30735192755
1255,4,2,Suburb,2000,70652.18462456288
1440,5,2,Suburb,1976,237345.25498626352
2138,4,3,Rural,2018,277786.6638470492
1298,2,2,Suburb,1960,135907.70594561374
1914,3,2,Urban,1999,142064.3734663623
2147,2,1,Urban,1959,285538.71608432
1255,4,3,Suburb,1974,213338.5658650701
1650,5,2,Suburb,1955,168196.98934287866
2741,2,3,Urban,1969,296738.3710483705
1046,2,1,Suburb,1964,161414.1115488304
2752,4,3,Suburb,1953,230554.52536685052
2854,4,3,Urban,2017,252046.3366468492
1902,3,1,Urban,1993,228746.27193455215
1462,2,3,Rural,1954,131395.752800448
2373,2,2,Urban,1967,293904.336312533
2146,2,3,Rural,1974,216883.78490309278
1030,3,2,Suburb,1952,150427.42669867046
1054,3,1,Rural,1962,87366.31894175327
1152,2,2,Rural,1958,135372.54382557917
1455,4,2,Suburb,1977,158511.27046831476
1285,5,1,Urban,1957,148038.2707536644
1035,2,2,Suburb,1959,114671.5625791355
1817,2,2,Rural,1980,186818.60163241284
2933,2,3,Urban,2012,321713.3223113845
2820,4,2,Urban,1993,247290.1367217984
2946,3,1,Rural,2017,323673.4440515754
2908,5,3,Rural,1965,331219.71170509595
1255,5,3,Rural,1950,242137.1417802717
1177,3,2,Suburb,2017,125428.09589636709
2571,2,3,Urban,1999,182437.8597374364
2277,2,1,Rural,1979,297592.5078829167
1507,5,1,Urban,1977,267480.77566977334
2697,5,2,Urban,2012,346773.086479588
1020,2,2,Suburb,1963,152360.2761965352
2829,4,1,Urban,1995,206510.25462926668
1074,2,1,Suburb,2000,84617.94683887437
1718,4,1,Urban,1953,212180.0029597012
1459,2,3,Urban,2014,255917.12758250983
2201,5,2,Rural,2008,275802.85056995956
2405,2,2,Urban,1971,194621.65516575007
2060,2,1,Suburb,1960,204675.0319902289
2994,3,1,Rural,2020,297233.1381991921
2143,2,2,Rural,1976,331054.24548350123
2938,2,3,Suburb,2010,352527.87933040597
1629,2,2,Rural,1977,119121.61929784776
1000,5,2,Suburb,1952,75524.14543710276
2744,2,2,Suburb,1992,343444.35376779514
1935,4,1,Suburb,1984,270448.01315279683
1310,4,2,Rural,2000,166579.9532470729
2231,2,2,Rural,1982,244536.70514190034
2177,5,2,Suburb,1989,280667.2322629493
1761,4,2,Rural,1997,236474.39415610785
1682,2,3,Rural,2017,159332.33904748937
1314,2,3,Urban,1997,146100.04127190541
1306,4,1,Urban,2016,140463.03045198412
2527,5,2,Suburb,2000,257792.1003630008
1618,5,1,Rural,2002,181310.0523893445
2678,4,2,Suburb,2018,312121.2720212416
2543,2,1,Rural,1968,338835.4890035668
2629,5,2,Urban,2012,254306.3428707362
2933,3,3,Suburb,1989,311341.06770298025
2120,2,3,Suburb,1990,297813.00177035184
2513,5,2,Urban,2012,257928.76406583315
1006,2,1,Suburb,1973,154.77912007166015
2809,3,2,Urban,1990,345961.5304792218
2035,4,2,Rural,2019,314026.718855168
1513,3,2,Rural,2005,153321.84651120513
2969,2,3,Urban,2014,363110.2312132794
1348,4,1,Rural,1978,174379.3141502329
1916,3,3,Rural,2021,159450.5967462089
2030,5,2,Urban,2016,283968.26390057936
1499,3,1,Suburb,1964,224192.66881582135
1474,2,1,Urban,1957,152043.00858352298
1523,5,3,Urban,1966,226864.05948493275
2875,3,2,Rural,2014,273964.35772016
2080,2,2,Urban,1975,246148.47148787798
1589,4,1,Suburb,1997,207068.580935033
2609,3,3,Rural,2005,284984.80259132927
1232,4,3,Urban,2012,96639.13819260252
1790,5,2,Suburb,1963,217014.99343940557
2053,4,3,Suburb,2013,256132.01579160313
1366,2,1,Urban,1976,102901.86948581139
2849,5,2,Suburb,1980,365439.7014760752
2630,3,1,Suburb,1990,253314.0720916453
2843,4,3,Suburb,1998,301577.16257503134
1055,5,2,Rural,1956,76507.60794816681
1009,5,1,Rural,2005,155328.94514137544
2938,3,2,Suburb,1977,447379.22725980193
1146,3,2,Urban,1979,119416.51698971719
1363,3,1,Rural,1981,117565.95167404317
2622,3,2,Urban,1991,267601.7337048558
1252,4,2,Rural,1969,156976.04128570826
2722,5,2,Urban,1966,329480.45266642084
1939,3,1,Suburb,1967,264991.817400293
2768,5,1,Suburb,1950,346249.5413406827
2276,5,2,Suburb,2003,235846.42709846754
2466,2,1,Suburb,2009,282949.92366738146
1735,2,2,Rural,2013,103760.08689045967
1339,3,3,Rural,1958,122207.17800107802
2539,3,3,Rural,1987,241103.51900646018
2376,2,3,Suburb,2016,250890.03916672716
1623,5,1,Rural,1989,97451.88145934678
1704,3,2,Suburb,1953,230998.17021309657
2676,4,1,Urban,1961,240827.41656152235
1322,3,3,Suburb,1987,187734.34547927784
2163,3,3,Rural,2004,306686.20115454507
1860,4,2,Suburb,1979,331135.88298717694
2974,3,2,Urban,1981,236787.38561078228
2468,5,2,Urban,1986,323091.97279381385
1094,4,1,Rural,1968,115849.61664759947
1552,4,1,Urban,1963,204179.0745363294
2443,2,2,Rural,2017,241583.76030159352
2537,5,1,Rural,1956,238898.66609161283
1789,2,1,Suburb,1953,194658.9825029868
2173,5,3,Suburb,1985,270440.09908401174
1552,3,3,Rural,1953,261779.5867288974
2374,2,2,Rural,2002,180247.05394708982
1115,3,2,Urban,1950,129205.22716619479
1631,3,2,Urban,1982,127499.1237671723
2260,2,3,Urban,1985,219887.68706045696
1269,2,1,Rural,1951,165509.28107666
1860,3,1,Suburb,1992,187105.56230784155
1290,3,3,Urban,1953,170412.41055939175
2457,5,2,Urban,1986,354740.2874190503
1008,3,2,Urban,1958,91523.16966422214
2774,4,2,Rural,1977,230241.68921034393
1629,3,2,Urban,1960,135647.3020195658
1863,3,1,Suburb,1995,191135.23660988148
2850,3,2,Urban,2015,131295.8757755228
2847,2,3,Rural,1962,322235.58939552575
1474,2,2,Suburb,1952,317028.06960678124
2545,4,1,Suburb,1950,179968.06018974673
1536,3,2,Suburb,2003,103072.92456785854
1684,5,2,Suburb,2003,187215.5822986168
2760,5,1,Rural,2014,354584.0905997837
2034,3,3,Rural,1993,198857.85859239282
1612,3,1,Urban,1979,173817.2110463839
1776,3,1,Suburb,2014,179209.8662490052
2926,3,2,Rural,1992,290171.2667510919
2350,3,1,Suburb,2019,274771.7171449305
2953,2,2,Suburb,2018,321763.59500309464
1594,4,1,Suburb,1974,277207.65885734244
1275,2,1,Suburb,1991,211582.94033554598
1369,5,2,Rural,1965,107089.16613973089
2513,2,1,Rural,1995,259968.16676278334
1344,2,1,Urban,1971,179028.18600175105
2796,4,2,Suburb,2008,294735.7354081649
1367,5,1,Urban,2008,90506.0732431023
2756,5,1,Rural,1961,269584.4126480921
2334,3,2,Suburb,1978,250551.26810590632
1730,4,1,Urban,1979,138452.68162935242
2624,2,3,Rural,1998,303120.4944796588
2508,2,1,Rural,1999,174878.02451144738
1014,2,1,Urban,1963,50615.6162796898
1757,5,1,Urban,2012,189398.38701415065
1687,5,2,Urban,2003,205987.71981884306
1003,2,2,Urban,1953,148907.29624240202
2869,5,3,Rural,1990,266018.6802790585
2399,3,2,Suburb,1997,242922.35520678211
2392,2,3,Suburb,1985,221620.7402413084
2488,2,1,Urban,2013,228360.65041741828
1532,3,1,Suburb,1960,192584.0967645562
2743,5,1,Rural,2018,332022.65640666237
1985,2,1,Urban,2020,270577.47891760105
2160,3,3,Urban,1993,243209.74478600422
1833,4,3,Suburb,1967,135952.18511462817
1362,3,1,Rural,1988,199089.3977113417
2998,2,1,Suburb,2009,159706.0321840947
2954,3,2,Suburb,1998,302764.7835848414
2239,5,1,Urban,1991,308913.8600906058
2391,2,3,Suburb,1988,222449.47622960742
1116,2,3,Rural,1964,21580.3696480161
2202,5,2,Suburb,2003,284027.0213654674
2269,5,1,Urban,2015,265222.5966042192
1127,5,2,Urban,1994,205883.06681939957
2381,4,3,Urban,2016,284550.76060650364
1077,2,2,Rural,1974,104313.2633713618
1740,2,2,Suburb,1979,197051.28348175567
2316,2,3,Suburb,1959,342349.61877556494
1773,3,1,Suburb,1961,180826.20185038133
1081,2,2,Suburb,1969,160586.9335848321
1341,2,2,Rural,1974,163580.73531795567
2361,5,3,Urban,1965,210832.19708100814
1818,5,3,Suburb,1989,210094.4498519057
1577,5,2,Suburb,1995,293715.561790576
1095,2,3,Suburb,1985,190084.29705945955
2168,5,1,Rural,1979,275536.42857623094
1576,4,2,Suburb,2014,184857.62622265384
1520,5,1,Urban,2005,108642.31824065416
2420,4,3,Rural,1999,336444.60072761687
1995,3,1,Suburb,1958,333746.8060349619
1356,4,1,Urban,1961,235451.94870414655
1185,4,2,Rural,1974,187171.74816090663
2693,3,3,Urban,2016,269274.63531502883
1542,4,3,Suburb,2011,144181.71226443807
1150,2,1,Urban,1968,94926.11385858148
2342,2,2,Suburb,2013,200846.14369005646
2777,5,2,Suburb,1968,344493.0754122801
2691,5,1,Rural,2005,352029.3808023246
2082,5,2,Suburb,1952,205679.34280792536
1009,5,2,Rural,2011,107218.55514112918
1856,2,3,Suburb,1969,208551.55662678942
2147,5,3,Suburb,1978,171735.15819346064
1355,4,3,Urban,1984,167732.69768204095
2369,3,3,Rural,1992,285869.5985052532
1793,4,2,Rural,1952,238703.61932186555
1236,3,1,Urban,1954,167828.0566632776
1332,2,2,Urban,2008,106400.25905931382
1016,3,1,Suburb,1990,84270.59135032655
2447,5,1,Urban,1951,148618.90841176864
1323,2,1,Urban,1979,128694.32369550495
1022,5,2,Urban,1979,119359.31041398965
1930,4,1,Suburb,1986,191915.92686760053
1458,4,3,Rural,2021,249104.108140913
2483,5,2,Suburb,2018,313682.0916557782
1520,3,1,Suburb,1981,150115.38741666908
1718,4,1,Urban,1996,200049.20578785794
1556,3,1,Suburb,1966,219145.74002711492
2444,4,3,Urban,1977,339419.53322941845
2988,5,3,Suburb,1959,302583.93698569277
1402,5,3,Urban,1975,152047.04699064436
2354,4,3,Urban,2009,237140.4128876109
1456,4,3,Rural,2005,140388.32896908716
2506,3,2,Rural,1972,195816.12891639874
2521,3,2,Rural,1963,260245.7527823581
2050,3,3,Suburb,2011,294982.11664282647
1396,5,1,Suburb,2016,234078.85855662054
2976,4,2,Rural,1979,345766.1547473675
2211,2,3,Rural,1989,318174.97489506885
1139,3,3,Urban,2016,169299.08623264337
1520,2,3,Rural,1968,200531.357018528
1745,5,1,Urban,1962,259882.62929644255
1091,3,2,Urban,2016,160767.8011413201
1076,3,2,Suburb,2021,13680.064830691
1851,2,3,Suburb,2000,258138.32894296575
2267,2,2,Suburb,1996,267385.46293732355
1844,4,1,Suburb,1956,168284.17526334556
1666,2,1,Suburb,2020,208691.37471576873
2753,5,2,Suburb,2017,298399.87631734926
1958,3,1,Suburb,2017,267968.1271782454
1988,2,3,Urban,1990,290477.2645424494
1796,5,3,Rural,1997,218633.88789243213
2685,2,3,Suburb,1967,333792.6278974197
2864,2,1,Rural,1992,310384.75945434714
1087,2,3,Rural,1985,127314.36266119794
2641,4,2,Suburb,2017,332936.84480183286
1914,3,1,Urban,1977,219001.76774369867
2317,3,2,Rural,2000,268224.7443426701
1094,3,3,Suburb,1953,209765.4485255224
2276,4,1,Urban,1958,368698.8153242005
1550,2,1,Suburb,2015,193802.90846516544
1398,3,2,Suburb,2001,155300.77325222746
1766,3,2,Rural,1990,275462.62746638374
2077,2,2,Suburb,1964,268723.03730299725
2951,3,2,Suburb,2016,351533.1061006786
1242,2,1,Urban,2018,122744.07700199707
2133,4,3,Rural,1974,248032.64675735368
2789,3,2,Rural,1986,271636.805290434
1623,3,1,Suburb,1953,229505.81016347377
2709,2,2,Suburb,2018,312471.59769324824
1700,5,3,Rural,1964,142676.0549331208
2244,4,3,Suburb,2002,198196.13110543665
2784,3,2,Suburb,1959,376515.41742619744
1563,2,2,Suburb,1997,184263.8820905028
1161,4,1,Rural,2000,254042.2669688309
2992,2,1,Rural,2020,318287.1631145311
1034,5,1,Urban,1986,236455.1898774286
1965,3,2,Urban,1989,182778.35848302534
1036,5,2,Suburb,2019,131323.87313285665
1845,3,2,Urban,1983,218779.482815853
1828,5,3,Suburb,1951,169007.88900809948
1622,3,3,Urban,1962,208170.86330469922
2393,2,2,Suburb,1971,291398.5506573358
2200,4,1,Suburb,1996,303411.21942690224
1520,3,1,Rural,1995,189819.33639120866
2298,3,2,Rural,1994,258572.61510655933
2656,2,1,Urban,1989,378176.34175953426
1104,5,2,Suburb,1959,120311.48424270761
1155,3,3,Suburb,1977,187918.27498080878
1335,5,1,Rural,1987,201967.38100196605
2049,2,3,Suburb,1989,204074.29961311954
2957,3,3,Rural,1987,313391.96875626675
1295,4,2,Urban,1960,141807.01763023276
2560,3,3,Rural,1953,219852.03752960512
2378,2,1,Suburb,2020,186745.89564910956
1885,5,2,Rural,1990,166262.00043684134
1068,3,2,Rural,1956,100726.7910018927
2350,2,1,Rural,1966,133603.91386805318
1150,2,3,Rural,1990,96445.64519316857
1856,2,2,Suburb,1983,239871.3474822047
1576,5,2,Rural,1958,318766.7349892964
1661,5,2,Suburb,1969,149374.8358044519
2343,4,1,Urban,1959,208584.5365847353
1756,4,1,Rural,1972,292406.2403437762
1451,3,2,Suburb,1952,156788.76351989323
1569,2,2,Urban,1995,195221.24941317402
2691,4,1,Urban,1987,379704.3351576718
2135,5,3,Rural,1993,264863.5292830489
1634,2,2,Suburb,2002,196561.52904187172
2485,3,1,Rural,1971,277653.452177684
2888,2,3,Suburb,1967,349753.83016419044
2987,4,3,Rural,1953,324779.70728922525
1361,4,1,Rural,2003,238284.63211386776
1202,2,2,Suburb,1954,141063.37486588242
1486,5,1,Rural,2010,224675.94201359357
2503,2,1,Rural,1975,202917.501150715
1003,2,3,Rural,2006,17480.12417038268
2152,2,2,Suburb,1990,219683.1158001674
2049,2,3,Urban,1973,180912.3413964063
1800,2,1,Rural,1982,183373.13145861737
1976,5,1,Urban,2020,297797.7085078437
1026,3,2,Rural,1993,102631.02674257883
2065,3,1,Rural,2015,271550.6482670639
1964,4,1,Rural,1973,305713.28075883887
2606,5,3,Urban,1996,307564.762101204
1063,2,2,Rural,1976,104714.41689307425
2048,5,1,Rural,1963,242956.623441244
1071,3,2,Suburb,1979,140296.46890739788
2505,2,2,Urban,1981,170537.20546536567
2896,5,3,Suburb,1983,325851.27770136535
1899,4,3,Urban,1996,145012.383279289
1267,3,1,Urban,1995,156826.60843827287
2849,2,1,Urban,1984,372118.50352149614
1094,2,2,Suburb,1986,186581.0508793787
1394,2,3,Urban,1978,197763.6308563514
1868,2,1,Rural,2006,153060.65371662064
1363,2,2,Urban,2007,69301.19638137284
2338,2,2,Urban,1960,254840.4024498907
1116,5,3,Urban,1998,104092.63075088122
1163,4,1,Rural,1991,83184.8426579757
1876,5,1,Rural,2003,204584.97505890386
1789,5,1,Urban,1998,270462.51134287706
1576,2,3,Urban,1985,220767.6273903593
1305,2,2,Rural,2007,185565.99261714984
1771,5,1,Rural,1950,171223.27242595487
2763,3,3,Urban,1958,216548.9434473339
1199,2,1,Rural,1950,93343.74687720597
2755,2,1,Suburb,1985,286124.926997678
1179,3,3,Rural,1958,188831.32909132997
1357,5,1,Rural,2002,177315.64048145805
1739,3,1,Suburb,2006,157083.93628463903
2275,2,2,Rural,2010,212620.26689048152
2322,4,3,Suburb,1963,301643.26010474545
2896,3,1,Suburb,2000,350851.7988913939
1429,3,2,Rural,2003,210134.21417729027
2027,2,1,Urban,1978,262576.80647364544
1652,3,1,Suburb,2010,105875.87810278345
1677,2,2,Suburb,2018,162009.13363919506
1253,4,1,Urban,1954,159056.84360473318
1940,4,2,Rural,1962,226628.11123008037
2688,5,2,Urban,2010,254329.65448519454
2602,2,2,Urban,1997,292558.01161316544
2590,4,1,Suburb,2007,323799.4673865408
2119,2,3,Urban,1983,270617.9151997159
1166,3,3,Urban,1972,116757.60302533397
2856,3,1,Urban,1951,256101.0466054094
2354,2,2,Rural,1985,249698.05126560671
2921,2,3,Urban,1952,304783.6279823939
1964,3,2,Rural,1990,244119.41759836744
2911,2,3,Rural,1990,343461.34775257495
1853,3,1,Urban,1988,243507.72731392237
2085,5,3,Rural,1989,170964.64603026814
1173,5,1,Rural,1981,206239.00903823297
2276,5,2,Urban,1989,274071.0994259669
2484,2,2,Rural,1967,273790.0401488852
1623,3,1,Urban,1973,177277.26263641997
2238,4,3,Suburb,1967,266834.884525323
2262,4,2,Suburb,1953,322520.9800414908
1414,3,1,Urban,1955,176990.49036070422
1738,3,1,Rural,1999,190957.80402756878
2765,3,3,Suburb,1975,312595.79804283334
2768,3,3,Urban,2003,315634.6117985007
1674,3,1,Urban,2006,177993.8149917199
1125,4,3,Suburb,1950,185461.34319219776
1940,5,1,Suburb,1963,142502.74861115083
1252,3,2,Suburb,1971,164249.92516034743
2868,2,1,Rural,2018,321138.00529137446
2973,5,3,Urban,1964,388942.70884952904
2734,4,3,Rural,1984,266967.34196072136
1196,3,3,Urban,1980,70413.84183786095
2657,2,3,Suburb,1987,340754.29063462367
1412,4,1,Rural,2000,177193.75618025046
2479,5,1,Rural,1984,238021.0068389121
1775,5,1,Urban,2007,160564.08815008996
2077,2,1,Suburb,2003,238779.35479510078
2670,3,3,Suburb,1955,345633.6135393165
2362,2,2,Suburb,1995,297730.0059752787
2382,2,2,Rural,2012,237524.55898382457
2174,4,3,Rural,2021,124899.53603447849
2123,2,2,Suburb,1986,165094.02983549912
1233,2,1,Rural,2011,93800.94483243112
2567,5,2,Suburb,1980,331319.9622656519
2085,4,1,Urban,2020,191013.81589737616
2964,3,1,Urban,2003,324457.3563154404
1195,5,1,Rural,2013,178930.88606761236
1541,2,3,Urban,1983,160734.48388228894
2778,3,1,Urban,1966,371615.52151215647
2129,4,3,Urban,2011,304960.93071903795
1294,5,3,Urban,2013,89614.68513430968
1644,3,2,Rural,2019,134601.16376947146
2474,2,2,Urban,1962,257397.76788370844
2557,2,2,Urban,1971,175834.74736578524
1155,3,3,Suburb,2021,183300.79822818996
1405,5,3,Urban,2009,203506.21111613177
1895,3,1,Suburb,1960,221942.97714534006
1725,2,3,Urban,2002,171201.3221156249
1737,4,1,Urban,2000,138133.39106350718
1796,5,2,Suburb,2000,247573.5846120712
2706,2,3,Urban,1959,225807.71374189638
1553,2,1,Suburb,2016,136636.2657999078
2595,3,1,Rural,2010,189188.79128627162
1374,2,3,Rural,1981,28916.212813082937
2612,5,2,Rural,2005,301528.7110394224
1454,3,1,Rural,2002,111632.11431494259
1201,4,3,Urban,1980,138059.74323883472
2755,2,3,Rural,1995,301395.74885457195
2475,5,1,Suburb,1974,266384.16116790834
2210,5,1,Urban,1982,307828.0116995211
2631,4,1,Suburb,2001,321965.9304007443
1853,5,3,Rural,1985,234686.65514622242
1723,5,3,Suburb,1991,149077.46222435046
2391,4,3,Rural,2009,323272.4293077918
1339,2,2,Urban,1983,145722.27075271477
1261,5,2,Suburb,1968,153268.24225849967
2864,3,3,Rural,2021,378854.27023736207
2947,5,1,Rural,1961,231200.6202609823
2612,3,3,Urban,2016,204180.44739521318
1542,5,3,Rural,1987,210525.62747868596
1550,2,2,Rural,1963,302374.96494353923
2329,5,3,Suburb,2003,342289.9976513316
2869,3,1,Rural,2007,309359.8957541823
2749,5,2,Suburb,2011,347733.0324061885
1637,3,3,Rural,1994,194556.14582341735
1164,4,2,Suburb,1958,166046.7018738428
1757,5,1,Rural,2017,206995.811366574
1620,5,1,Rural,2014,179041.15390011127
2111,3,3,Suburb,2008,275686.7094648739
2223,3,3,Rural,1953,240701.5974208077
2294,2,2,Suburb,1976,281239.721214843
1050,4,1,Suburb,2006,113662.72264247594
1488,3,3,Urban,2008,151477.57273920608
1197,2,1,Rural,1993,100805.70607661505
2046,3,3,Urban,1951,169886.16530014225
1664,4,3,Urban,1974,217161.79569188066
2246,4,1,Rural,2003,259779.46745804418
2965,4,3,Urban,1983,248253.24364655354
2244,4,3,Rural,1971,158533.52869991912
1662,5,3,Urban,1959,217236.46260999553
1265,4,3,Rural,1953,114105.80649859877
1072,4,3,Rural,1961,106746.5947722719
2904,2,3,Suburb,2003,299091.2727669235
1076,4,3,Urban,1975,111027.20315624952
1543,3,3,Rural,1968,160693.61358162455
1880,3,2,Suburb,1999,261586.4707207745
1434,3,3,Urban,1990,149365.78618569838
2960,5,3,Suburb,1984,249329.3817382221
2088,3,2,Rural,1962,213533.6301555306
2984,4,2,Suburb,1997,336400.37555315526
1356,5,1,Rural,2015,226787.1993345169
1935,4,1,Urban,1967,246333.19857921905
1017,2,1,Rural,1950,31952.189583234882
1675,4,1,Suburb,1985,274055.41579370364
2822,3,2,Urban,2000,299877.469809739
2589,2,1,Suburb,1983,281677.65678365895
1574,2,3,Suburb,1993,175300.6718220941
2792,2,2,Suburb,1983,314485.89797703776
1750,2,3,Suburb,2013,117383.24702066719
2459,5,1,Urban,2014,330367.0745758953
1995,4,1,Urban,1985,175543.0317987437
2464,2,3,Suburb,1982,267555.62856359425
2032,5,1,Suburb,2006,281340.93191849685
2493,5,1,Rural,1960,268431.6508028878
1631,5,1,Rural,1981,177491.668295541
2371,4,1,Urban,1986,244884.69640518422
2625,2,3,Urban,1994,229493.61999054137
1371,4,1,Rural,1994,175883.96497756662
1969,5,2,Suburb,1965,243414.14041771824
2847,5,3,Suburb,1951,375585.7328181409
2198,4,3,Suburb,2013,207398.47319618808
2538,5,2,Suburb,1956,230208.6541331713
2153,5,1,Urban,1974,279378.8910426098
2589,3,3,Rural,1959,326051.01897150814
2316,5,2,Urban,2004,205182.15789145493
2719,4,2,Suburb,1953,399393.13867688575
2950,2,2,Suburb,1962,346192.1764718165
1352,2,3,Urban,2011,186017.35097480775
1223,4,2,Urban,2008,155428.10555347058
2547,4,2,Suburb,1964,327513.1953988004
1953,5,2,Suburb,1974,326365.5731617453
2730,4,3,Suburb,2011,224568.8433458542
2782,4,2,Suburb,2016,254116.5916316975
2532,5,3,Urban,1990,242586.76857137855
1367,3,3,Urban,2010,133696.3016140927
2689,3,2,Urban,1999,242543.79261763583
2613,5,1,Urban,1952,314568.8514997464
2675,3,3,Suburb,1964,275261.1203414571
2523,3,2,Suburb,1953,255915.75178981823
2113,5,3,Rural,2019,245083.2807292325
1655,3,2,Suburb,2001,192930.5126835949
2972,4,2,Urban,1969,428009.7037662382
2095,3,1,Urban,1999,259973.7602169289
1432,3,3,Suburb,1952,159565.9524731568
2712,4,3,Urban,1999,357075.8856409965
2371,4,3,Suburb,2018,271505.9404782359
2286,2,3,Rural,1954,199063.72255818069
2294,5,2,Rural,2003,263562.1906337902
1508,2,3,Suburb,2006,198412.06194569982
1507,2,1,Rural,1961,191360.44824038312
1616,3,3,Rural,1969,176503.12968826733
1419,4,2,Rural,1951,104072.9961728125
2095,2,2,Rural,1968,225754.96745654006
1073,5,2,Suburb,1954,102827.98674927483
2678,2,2,Rural,1955,347651.657004453
2526,3,2,Suburb,1962,316441.9498688298
1573,2,3,Urban,1977,156710.83046467125
1145,4,3,Suburb,1957,56075.539164196074
1045,4,2,Suburb,1977,74150.80804592153
2764,5,2,Rural,1950,333377.01578121324
2128,2,3,Suburb,1994,154329.99812198244
